analysis_id,product_id,brand,brand_standardized,company_group,team_thai_match_confidence,product_name,product_category,pack_size,pack_size_value,pack_size_unit,pack_size_ml,pack_size_g,wash_type,mrp,selling_price,price_per_100ml,price_per_100g,price_segment,discount_pct,discount_pct_calculated,rating,rating_count,review_engagement,price_status,rating_status,pack_size_status,data_quality_score,data_quality_category,duplicate_product_flag,marketplace,source,product_url,product_image_url,collection_date,price_per_100ml_calculated,price_per_100g_calculated,mrp_status,rating_count_status,investigation_brand,investigation_product,search_text,team_thai_detected_brand,is_team_thai
145,FLIP_0089,Dr,Dr.Wash,Team Thai,High,"Dr Wash Liquid Detergent for Front Load Machines, Ultra... 2 L 4.5(2) ₹270₹46041% off Only few left",Liquid Detergent,2 L,2.0,l,2000.0,,Front Load,460.0,270.0,13.5,,Mass Market,41.0,41.30434782608695,4.5,2.0,Very Low,Valid,Valid,Available,100,Excellent,False,Flipkart,Flipkart,https://www.flipkart.com/wash-liquid-detergent-front-load-machines-ultra-power-matic-formula-2-l-fresh/p/itm85c5c53f47326?pid=LDGHZYMBKDWDHHHN&lid=LSTLDGHZYMBKDWDHHHNVFNKCY&marketplace=FLIPKART&q=liquid+detergent+front+load&store=rja%2Fplv%2Fxdq&srno=s_1_24&otracker=search&fm=organic&iid=4e7f22b4-9de2-4d69-8348-38203ce1ad3e.LDGHZYMBKDWDHHHN.SEARCH&ppt=sp&ppn=sp&ssid=r2w85k1iio0000001786988029527&qH=512f6544c3919989&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/liquid-detergent/4/k/8/2-ultra-power-matic-formula-for-front-load-machines-dr-wash-original-imahhefbregpkfgg.jpeg?q=70,17-08-26,13.5,,Valid,Valid,Dr.Wash,"Dr Wash Liquid Detergent for Front Load Machines, Ultra... 2 L 4.5(2) ₹270₹46041% off Only few left",dr wash dr wash liquid detergent for front load machines ultra 2 l 4 5 2 270 46041 off only few left,Dr.Wash,True
